,realtime_start,date,gdp_value
2831,2019-07-26,2015-01-01,17984.178
2832,2015-07-30,2015-04-01,17840.5
2833,2015-08-27,2015-04-01,17902.0
2834,2015-09-25,2015-04-01,17913.7
2835,2016-07-29,2015-04-01,17998.3
2836,2017-07-28,2015-04-01,18093.2
2837,2017-10-27,2015-04-01,18093.224
2838,2018-07-27,2015-04-01,18221.299
2839,2019-07-26,2015-04-01,18219.405
2840,2015-10-29,2015-07-01,18034.8
2841,2015-11-24,2015-07-01,18064.7
2842,2015-12-22,2015-07-01,18060.2
2843,2016-07-29,2015-07-01,18141.9
2844,2017-07-28,2015-07-01,18227.7
2845,2017-10-27,2015-07-01,18227.689
2846,2018-07-27,2015-07-01,18331.093
2847,2019-07-26,2015-07-01,18344.713
2848,2016-01-29,2015-10-01,18128.2
2849,2016-02-26,2015-10-01,18148.4
2850,2016-03-25,2015-10-01,18164.8
2851,2016-07-29,2015-10-01,18222.8
2852,2017-07-28,2015-10-01,18287.2
2853,2017-10-27,2015-10-01,18287.226000000002
2854,2018-07-27,2015-10-01,18354.372
2855,2019-07-26,2015-10-01,18350.825
2856,2016-04-28,2016-01-01,18221.1
2857,2016-05-27,2016-01-01,18229.5
2858,2016-06-28,2016-01-01,18230.1
2859,2016-07-29,2016-01-01,18281.6
2860,2017-07-28,2016-01-01,18325.2
2861,2017-10-27,2016-01-01,18325.186999999998
2862,2018-07-27,2016-01-01,18409.13
2863,2019-07-26,2016-01-01,18424.283
2864,2016-07-29,2016-04-01,18437.6
2865,2016-08-26,2016-04-01,18436.5
2866,2016-09-29,2016-04-01,18450.1
2867,2017-07-28,2016-04-01,18538.0
2868,2017-10-27,2016-04-01,18538.039
2869,2018-07-27,2016-04-01,18640.732
2870,2019-07-26,2016-04-01,18637.253
2871,2016-10-28,2016-07-01,18651.2
2872,2016-11-29,2016-07-01,18657.9
2873,2016-12-22,2016-07-01,18675.3
2874,2017-07-28,2016-07-01,18729.1
2875,2017-10-27,2016-07-01,18729.13
2876,2018-07-27,2016-07-01,18799.648
2877,2019-07-26,2016-07-01,18806.743000000002
2878,2017-01-27,2016-10-01,18860.8
2879,2017-02-28,2016-10-01,18855.5
2880,2017-03-30,2016-10-01,18869.4
2881,2017-07-28,2016-10-01,18905.5
2882,2017-10-27,2016-10-01,18905.545
2883,2018-07-27,2016-10-01,18979.245
2884,2019-07-26,2016-10-01,18991.883
2885,2017-04-28,2017-01-01,19007.3
2886,2017-05-26,2017-01-01,19027.6
2887,2017-06-29,2017-01-01,19027.1
2888,2017-07-28,2017-01-01,19057.7
2889,2017-10-27,2017-01-01,19057.705
2890,2018-07-27,2017-01-01,19162.55
2891,2019-07-26,2017-01-01,19190.431
2892,2017-07-28,2017-04-01,19226.7
2893,2017-08-30,2017-04-01,19246.7
2894,2017-09-28,2017-04-01,19250.0
2895,2017-10-27,2017-04-01,19250.009
2896,2018-07-27,2017-04-01,19359.123
2897,2019-07-26,2017-04-01,19356.648999999998
2898,2017-10-27,2017-07-01,19495.476000000002
2899,2017-11-29,2017-07-01,19508.986
2900,2017-12-21,2017-07-01,19500.602
2901,2018-07-27,2017-07-01,19588.074
2902,2019-07-26,2017-07-01,19611.703999999998
2903,2018-01-26,2017-10-01,19738.887
2904,2018-02-28,2017-10-01,19736.491
2905,2018-03-28,2017-10-01,19754.102
2906,2018-07-27,2017-10-01,19831.828999999998
2907,2019-07-26,2017-10-01,19918.91
2908,2018-04-27,2018-01-01,19965.326
2909,2018-05-30,2018-01-01,19956.811
2910,2018-06-28,2018-01-01,19960.096999999998
2911,2018-07-27,2018-01-01,20041.047
2912,2019-07-26,2018-01-01,20163.159
2913,2018-07-27,2018-04-01,20402.502
2914,2018-08-29,2018-04-01,20411.87
2915,2018-09-27,2018-04-01,20411.924
2916,2019-07-26,2018-04-01,20510.177
2917,2018-10-26,2018-07-01,20659.029
2918,2018-11-28,2018-07-01,20660.34
2919,2018-12-21,2018-07-01,20658.203999999998
2920,2019-07-26,2018-07-01,20749.752
2921,2019-02-28,2018-10-01,20891.367
2922,2019-03-28,2018-10-01,20865.14
2923,2019-07-26,2018-10-01,20897.804
2924,2019-04-26,2019-01-01,21062.691000000003
2925,2019-05-30,2019-01-01,21048.839
2926,2019-06-27,2019-01-01,21060.062
2927,2019-07-26,2019-01-01,21098.827
2928,2019-07-26,2019-04-01,21337.897999999997
2929,2019-08-29,2019-04-01,21339.121
2930,2019-09-26,2019-04-01,21340.267000000003
2931,2019-10-30,2019-07-01,21525.819
2932,2019-11-27,2019-07-01,21542.104
2933,2019-12-20,2019-07-01,21542.54
